question,state,year,applies to,response,citations,cautions
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IN,1997,Handguns,Point of Sale,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IN,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",KY,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MI,2000,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MI,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",GA,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OH,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",FL,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WV,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",SC,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NC,2003,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NC,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",PA,1994,Handguns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",PA,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",VA,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MD,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",DC,1991,All,Both,D.C. Code § 6-2311; D.C. Code § 6-2313; D.C. Code § 2351; D.C. Code § 6-2352,"The permit required to purchase a firearm is called a ""registration certificate"" and must be obtained for the specific firearm to be purchased."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NY,2012,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NY,2012,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",DE,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NJ,2017,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NJ,2017,Long Guns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CT,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",VT,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NH,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MA,1991,All,Purchase Permit,"Mass. Gen. Laws ch. 140, § 128A","A purchaser must have a license to carry in order to purchase a handgun, or a firearm identification card (or a license to carry) in order to purchase a rifle or shotgun. Mass. Gen. Laws ch. 140, § 128A. 
Licensing authorities are also authorized by law to issue a permit to purchase, rent, or lease a firearm to an applicant who has a proper purpose. Mass. Gen. Laws ch. 140, § 131A."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",RI,1991,All,Point of Sale,R.I. Gen. Laws § 11-47-35(a); R.I. Gen. Laws § 11-47-35.2(a),"A handgun purchaser must have a safety certificate issued after taking a course in the safe use and handling of pistols and revolvers. R.I. Gen. Laws § 11-47-35(b), (c), (d)."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ME,1991,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",HI,1992,All,Purchase Permit,Haw. Rev. Stat. § 134-2(e),
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AK,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OR,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WA,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CA,1992,All,Point of Sale,Cal. Penal Code § 12072,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NV,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ID,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",UT,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AZ,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MT,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WY,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NM,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CO,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ND,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",SD,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NE,2009,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NE,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",TX,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",KS,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OK,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MN,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IA,2019,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IA,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",LA,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AR,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MO,2006,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MO,2006,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MS,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WI,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IL,1992,All,Purchase Permit,"Ill. Rev. Stat., Ch. 38, para. 83-2; Ill. Rev. Stat., Ch. Ch.38, para. 83-3",A transferee must possess a Firearm Owner's Identification (FOID) Card to receive a firearm.
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AL,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",TN,1993,Handguns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",TN,1997,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IN,1997,Handguns,Point of Sale,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IN,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",KY,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MI,2000,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MI,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",GA,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OH,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",FL,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WV,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",SC,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NC,2003,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NC,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",PA,1994,Handguns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",PA,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",VA,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MD,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",DC,1992,All,Both,D.C. Code § 6-2311; D.C. Code § 6-2313; D.C. Code § 2351; D.C. Code § 6-2352,"The permit required to purchase a firearm is called a ""registration certificate"" and must be obtained for the specific firearm to be purchased."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NY,2012,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NY,2012,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",DE,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NJ,2017,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NJ,2017,Long Guns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CT,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",VT,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NH,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MA,1992,All,Purchase Permit,"Mass. Gen. Laws ch. 140, § 128A","A purchaser must have a license to carry in order to purchase a handgun, or a firearm identification card (or a license to carry) in order to purchase a rifle or shotgun. Mass. Gen. Laws ch. 140, § 128A. 
Licensing authorities are also authorized by law to issue a permit to purchase, rent, or lease a firearm to an applicant who has a proper purpose. Mass. Gen. Laws ch. 140, § 131A."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",RI,1992,All,Point of Sale,R.I. Gen. Laws § 11-47-35(a); R.I. Gen. Laws § 11-47-35.2(a),"A handgun purchaser must have a safety certificate issued after taking a course in the safe use and handling of pistols and revolvers. R.I. Gen. Laws § 11-47-35(b), (c), (d)."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ME,1992,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",HI,1993,All,Purchase Permit,Haw. Rev. Stat. § 134-2(e),
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AK,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OR,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WA,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CA,1993,All,Point of Sale,Cal. Penal Code § 12072,"In addition, a handgun purchaser must obtain a handgun safety certificate."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NV,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ID,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",UT,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AZ,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MT,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WY,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NM,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CO,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ND,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",SD,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NE,2009,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NE,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",TX,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",KS,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OK,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MN,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IA,2019,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IA,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",LA,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AR,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MO,2006,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MO,2006,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MS,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WI,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IL,1993,All,Purchase Permit,430 Ill. Comp. Stat. § 65/2; 430 Ill. Comp. Stat. § 65/3,A transferee must possess a Firearm Owner's Identification (FOID) Card to receive a firearm.
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AL,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",TN,1993,Handguns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",TN,1997,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IN,1997,Handguns,Point of Sale,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IN,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",KY,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MI,2000,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MI,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",GA,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OH,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",FL,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WV,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",SC,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NC,2003,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NC,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",PA,1994,Handguns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",PA,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",VA,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MD,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",DC,1993,All,Both,D.C. Code § 6-2311; D.C. Code § 6-2313; D.C. Code § 2351; D.C. Code § 6-2352,"The permit required to purchase a firearm is called a ""registration certificate"" and must be obtained for the specific firearm to be purchased."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NY,2012,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NY,2012,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",DE,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NJ,2017,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NJ,2017,Long Guns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CT,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",VT,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NH,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MA,1993,All,Purchase Permit,"Mass. Gen. Laws ch. 140, § 128A","A purchaser must have a license to carry in order to purchase a handgun, or a firearm identification card (or a license to carry) in order to purchase a rifle or shotgun. Mass. Gen. Laws ch. 140, § 128A. 
Licensing authorities are also authorized by law to issue a permit to purchase, rent, or lease a firearm to an applicant who has a proper purpose. Mass. Gen. Laws ch. 140, § 131A."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",RI,1993,All,Point of Sale,R.I. Gen. Laws § 11-47-35(a); R.I. Gen. Laws § 11-47-35.2(a),"A handgun purchaser must have a safety certificate issued after taking a course in the safe use and handling of pistols and revolvers. R.I. Gen. Laws § 11-47-35(b), (c), (d)."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ME,1993,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",HI,1994,All,Purchase Permit,Haw. Rev. Stat. § 134-2(e),
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AK,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OR,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WA,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CA,1994,All,Point of Sale,Cal. Penal Code § 12072,"In addition, a handgun purchaser must obtain a handgun safety certificate."
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NV,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ID,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",UT,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AZ,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MT,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WY,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NM,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",CO,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",ND,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",SD,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NE,2009,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",NE,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",TX,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",KS,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",OK,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MN,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IA,2019,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",IA,2019,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",LA,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",AR,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MO,2006,Handguns,Purchase Permit,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MO,2006,Long Guns,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",MS,1994,All,N/A,,
"Does the background check take place at the point of sale, in connection with a purchase permit required to acquire a gun, or at both occasions?",WI,1994,All,N/A,,
